,Date_Time,Day_of_Week,Time_Bin,Race,Gender,Body_Size,Age_Group,Age_Range,Age_Group,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,latitude,longitude,Num_of_Baskets,weather,rainfall_level,temp
58,2015-10-23 11:14:22,Friday,Morning,foreigner,male,fat,Adults,53.0,Adults,yes,baby,big,grey,casual,red,short_sleeve,Others,long,clothes,3,9,no,58.0,4.0,13.0,2.94649583,101.6606522,3.0,"Rain, Partially cloudy",6.188,29.1
59,2015-10-23 11:17:03,Friday,Morning,malay,female,moderate,Adults,53.0,Adults,yes,toddler,big,Others,formal,pink,Others,black,long,clothes,4,7,no,23.0,3.0,7.0,2.91005925,101.6762791,2.0,"Rain, Partially cloudy",6.188,29.1
60,2015-10-23 11:54:36,Friday,Morning,indian,male,Others,Adults,40.0,Adults,no,no_kids,small,green,formal,white,short_sleeve,black,Others,clothes,3,9,no,58.0,0.0,21.0,2.942211723,101.6304912,1.0,"Rain, Partially cloudy",6.188,29.1
61,2015-10-23 11:59:37,Friday,Morning,malay,male,moderate,Adults,40.0,Adults,no,no_kids,big,white,formal,white,short_sleeve,grey,long,clothes,4,10,no,53.0,1.0,8.0,2.942248354,101.6891296,3.0,"Rain, Partially cloudy",6.188,29.1
62,2015-10-23 12:00:06,Friday,Morning,malay,Others,fat,Adults,52.0,Adults,no,no_kids,big,blue,Others,black,long_sleeve,black,long,clothes,6,10,no,48.0,1.0,13.0,2.958675928,101.6787285,3.0,"Rain, Partially cloudy",6.188,29.1
63,2015-10-23 12:57:44,Friday,Morning,malay,female,fat,Adults,39.0,Adults,no,no_kids,big,Others,casual,black,short_sleeve,black,long,clothes,6,8,no,13.0,3.0,14.0,2.929545039,101.7080012,1.0,"Rain, Partially cloudy",6.188,29.1
64,2015-10-23 16:06:01,Friday,Afternoon,foreigner,female,fat,Adults,40.0,Adults,no,no_kids,big,grey,casual,grey,long_sleeve,Others,Others,clothes,4,9,no,36.0,2.0,14.0,2.949461681,101.729489,2.0,"Rain, Partially cloudy",6.188,29.1
65,2015-10-23 16:33:34,Friday,Afternoon,malay,female,moderate,Adults,41.0,Adults,no,no_kids,big,green,traditional,blue,long_sleeve,blue,long,clothes,4,7,yes,11.0,1.0,9.0,2.94747878,101.7418065,2.0,"Rain, Partially cloudy",6.188,29.1
66,2015-10-23 17:31:48,Friday,Afternoon,malay,female,moderate,Adults,41.0,Adults,yes,toddler,big,white,casual,red,short_sleeve,blue,long,clothes,6,10,no,28.0,3.0,14.0,2.921348541,101.646776,2.0,"Rain, Partially cloudy",6.188,29.1
67,2015-10-23 17:31:48,Friday,Afternoon,malay,Others,fat,Adults,49.0,Adults,no,no_kids,big,blue,Others,Others,short_sleeve,white,long,clothes,5,9,no,41.0,0.0,20.0,2.924976939,101.6590791,1.0,"Rain, Partially cloudy",6.188,29.1
68,2015-10-23 19:47:39,Friday,Everning,chinese,female,thin,Young Adults,30.0,Adults,no,no_kids,Others,white,casual,green,short_sleeve,Others,long,clothes,6,7,no,25.0,5.0,15.0,2.956082645,101.7154615,2.0,"Rain, Partially cloudy",6.188,29.1
69,2015-10-23 19:55:14,Friday,Everning,chinese,male,moderate,Adults,48.0,Adults,no,no_kids,Others,blue,Others,white,short_sleeve,black,Others,clothes,3,9,no,19.0,4.0,13.0,2.949987021,101.6541451,1.0,"Rain, Partially cloudy",6.188,29.1
70,2015-10-23 22:31:34,Friday,Night,indian,female,fat,Adults,40.0,Adults,yes,young,big,red,casual,purple,short_sleeve,Others,Others,clothes,4,10,no,53.0,1.0,18.0,2.916494544,101.7354934,3.0,"Rain, Partially cloudy",6.188,29.1
71,2015-10-23 23:38:01,Friday,Night,foreigner,Others,fat,Adults,39.0,Adults,no,no_kids,big,Others,casual,blue,short_sleeve,black,long,clothes,3,7,no,43.0,5.0,14.0,2.928833077,101.7399022,1.0,"Rain, Partially cloudy",6.188,29.1
72,2015-10-24 00:18:48,Saturday,Early Morning,chinese,male,fat,Adults,36.0,Adults,no,no_kids,big,Others,casual,Others,short_sleeve,Others,short,clothes,3,9,yes,58.0,3.0,19.0,2.918699478,101.6941536,1.0,"Rain, Overcast",0.884,28.3
73,2015-10-24 00:38:01,Saturday,Early Morning,malay,Others,thin,Young Adults,28.0,Adults,yes,baby,big,Others,casual,red,short_sleeve,grey,long,clothes,3,9,no,17.0,3.0,21.0,2.906957309,101.6511576,3.0,"Rain, Overcast",0.884,28.3
74,2015-10-24 01:31:38,Saturday,Early Morning,foreigner,male,fat,Adults,53.0,Adults,no,no_kids,big,red,casual,white,short_sleeve,black,long,clothes,3,7,yes,26.0,2.0,8.0,2.945394523,101.7070453,3.0,"Rain, Overcast",0.884,28.3
75,2015-10-24 06:56:49,Saturday,Early Morning,chinese,female,Others,Adults,39.0,Adults,no,no_kids,big,red,casual,Others,short_sleeve,black,long,clothes,6,9,no,28.0,4.0,15.0,2.972629888,101.7191107,2.0,"Rain, Overcast",0.884,28.3
76,2015-10-24 09:22:05,Saturday,Morning,malay,female,Others,Adults,50.0,Adults,no,no_kids,Others,red,casual,brown,long_sleeve,brown,long,blankets,3,7,no,36.0,0.0,13.0,2.93940093,101.6495988,2.0,"Rain, Overcast",0.884,28.3
77,2015-10-24 09:23:10,Saturday,Morning,malay,female,Others,Adults,48.0,Adults,no,no_kids,big,Others,casual,red,long_sleeve,Others,long,clothes,6,9,no,57.0,3.0,10.0,2.971197986,101.6686288,3.0,"Rain, Overcast",0.884,28.3
78,2015-10-24 10:30:48,Saturday,Morning,malay,male,thin,Adults,50.0,Adults,yes,toddler,Others,black,casual,black,Others,blue,long,clothes,4,10,no,21.0,5.0,13.0,2.971906764,101.7333458,1.0,"Rain, Overcast",0.884,28.3
79,2015-10-24 13:30:48,Saturday,Afternoon,malay,female,Others,Young Adults,32.0,Adults,no,no_kids,big,red,casual,blue,short_sleeve,brown,long,clothes,4,8,yes,48.0,1.0,13.0,2.971431589,101.7405171,1.0,"Rain, Overcast",0.884,28.3
80,2015-10-24 14:07:01,Saturday,Afternoon,malay,male,moderate,Young Adults,31.0,Adults,no,no_kids,big,red,casual,brown,short_sleeve,white,long,clothes,4,10,no,56.0,1.0,17.0,2.914610198,101.6718867,1.0,"Rain, Overcast",0.884,28.3
81,2015-10-24 14:28:38,Saturday,Afternoon,indian,female,Others,Adults,54.0,Adults,no,no_kids,small,Others,casual,Others,short_sleeve,black,long,clothes,5,10,no,11.0,5.0,17.0,2.955138899,101.6788419,3.0,"Rain, Overcast",0.884,28.3
82,2015-10-24 14:55:41,Saturday,Afternoon,indian,female,thin,Adults,50.0,Adults,no,no_kids,Others,black,casual,Others,short_sleeve,black,long,clothes,4,8,no,19.0,3.0,17.0,2.959252251,101.666786,3.0,"Rain, Overcast",0.884,28.3
83,2015-10-24 15:20:20,Saturday,Afternoon,foreigner,female,thin,Adults,47.0,Adults,no,no_kids,big,Others,casual,blue,Others,brown,long,blankets,6,8,no,42.0,0.0,7.0,2.931887212,101.6407213,3.0,"Rain, Overcast",0.884,28.3
84,2015-10-24 15:30:07,Saturday,Afternoon,chinese,female,thin,Adults,51.0,Adults,no,no_kids,big,red,Others,white,short_sleeve,black,long,clothes,3,8,no,14.0,2.0,7.0,2.965380492,101.6358077,1.0,"Rain, Overcast",0.884,28.3
85,2015-10-24 15:30:07,Saturday,Afternoon,chinese,male,moderate,Adults,37.0,Adults,no,no_kids,big,white,casual,black,short_sleeve,Others,long,clothes,4,7,yes,16.0,1.0,20.0,2.934599617,101.6622515,1.0,"Rain, Overcast",0.884,28.3
86,2015-10-24 17:07:48,Saturday,Afternoon,malay,female,Others,Adults,40.0,Adults,no,no_kids,big,red,formal,red,long_sleeve,blue,long,clothes,5,10,no,37.0,2.0,10.0,2.913977854,101.7214809,1.0,"Rain, Overcast",0.884,28.3
87,2015-10-24 17:07:48,Saturday,Afternoon,foreigner,female,thin,Adults,54.0,Adults,yes,young,big,red,casual,Others,short_sleeve,black,long,clothes,5,7,no,38.0,0.0,14.0,2.953151892,101.6457876,3.0,"Rain, Overcast",0.884,28.3
88,2015-10-24 19:39:23,Saturday,Everning,malay,male,thin,Adults,41.0,Adults,no,no_kids,big,blue,casual,red,Others,black,long,clothes,3,7,yes,53.0,2.0,7.0,2.963450278,101.6887548,3.0,"Rain, Overcast",0.884,28.3
89,2015-10-24 19:39:23,Saturday,Everning,chinese,female,moderate,Adults,40.0,Adults,no,no_kids,Others,black,Others,black,short_sleeve,white,long,clothes,4,10,no,34.0,4.0,8.0,2.935396969,101.742992,1.0,"Rain, Overcast",0.884,28.3
90,2015-10-24 20:03:39,Saturday,Everning,malay,male,thin,Adults,41.0,Adults,no,no_kids,big,blue,casual,black,short_sleeve,blue,long,blankets,4,9,no,16.0,2.0,15.0,2.958858058,101.6947694,1.0,"Rain, Overcast",0.884,28.3
91,2015-10-24 20:59:01,Saturday,Everning,malay,female,fat,Adults,45.0,Adults,no,no_kids,big,black,Others,blue,short_sleeve,Others,long,clothes,5,7,no,42.0,2.0,8.0,2.934964024,101.7319388,3.0,"Rain, Overcast",0.884,28.3
92,2015-10-24 21:45:54,Saturday,Night,malay,male,fat,Adults,50.0,Adults,no,no_kids,big,blue,casual,black,Others,black,long,clothes,3,7,yes,53.0,5.0,21.0,2.954296233,101.7289079,2.0,"Rain, Overcast",0.884,28.3
93,2015-10-25 00:08:09,Sunday,Early Morning,malay,male,fat,Adults,42.0,Adults,no,no_kids,big,black,casual,red,short_sleeve,black,long,blankets,4,7,no,39.0,3.0,7.0,2.914232837,101.6770645,1.0,"Rain, Overcast",0.53,28.2
94,2015-10-25 08:15:00,Sunday,Morning,chinese,Others,thin,Young Adults,30.0,Adults,no,no_kids,big,blue,casual,Others,short_sleeve,pink,short,clothes,3,10,yes,36.0,1.0,15.0,2.924422945,101.6926708,2.0,"Rain, Overcast",0.53,28.2
95,2015-10-26 08:40:01,Monday,Morning,malay,female,moderate,Adults,47.0,Adults,no,no_kids,big,purple,casual,blue,long_sleeve,black,long,clothes,6,10,yes,13.0,4.0,16.0,2.921285236,101.7428619,3.0,"Rain, Partially cloudy",78.043,26.5
96,2015-10-26 08:40:01,Monday,Morning,malay,female,fat,Adults,46.0,Adults,no,no_kids,Others,white,casual,purple,long_sleeve,pink,long,clothes,5,8,no,43.0,3.0,7.0,2.903899253,101.7467809,3.0,"Rain, Partially cloudy",78.043,26.5
97,2015-10-26 09:15:05,Monday,Morning,indian,male,moderate,Adults,41.0,Adults,no,no_kids,big,white,casual,black,short_sleeve,blue,long,clothes,6,7,no,26.0,1.0,10.0,2.917723073,101.7385997,1.0,"Rain, Partially cloudy",78.043,26.5
98,2015-10-29 21:28:23,Thursday,Night,chinese,female,fat,Young Adults,32.0,Adults,no,no_kids,big,black,casual,red,short_sleeve,brown,short,clothes,5,10,no,44.0,2.0,14.0,2.94215071,101.6661886,3.0,"Rain, Partially cloudy",6.319,27.9
99,2015-10-29 21:28:23,Thursday,Night,foreigner,male,fat,Young Adults,35.0,Adults,no,no_kids,small,brown,casual,grey,long_sleeve,blue,short,clothes,3,8,no,56.0,5.0,14.0,2.946104338,101.6782598,3.0,"Rain, Partially cloudy",6.319,27.9
100,2015-10-29 21:49:52,Thursday,Night,indian,male,Others,Adults,39.0,Adults,yes,young,big,black,Others,pink,short_sleeve,grey,long,clothes,6,9,no,54.0,3.0,11.0,2.929293961,101.7216268,1.0,"Rain, Partially cloudy",6.319,27.9
101,2015-10-29 21:59:25,Thursday,Night,foreigner,male,fat,Young Adults,34.0,Adults,no,no_kids,Others,Others,casual,brown,short_sleeve,grey,short,clothes,6,8,no,49.0,0.0,20.0,2.958225344,101.6816153,1.0,"Rain, Partially cloudy",6.319,27.9
102,2015-10-29 21:59:25,Thursday,Night,malay,female,moderate,Adults,44.0,Adults,no,no_kids,big,white,casual,black,long_sleeve,black,long,clothes,6,7,no,25.0,4.0,12.0,2.970728476,101.7225717,3.0,"Rain, Partially cloudy",6.319,27.9
103,2015-10-29 22:38:51,Thursday,Night,indian,male,fat,Adults,38.0,Adults,no,no_kids,big,red,casual,blue,short_sleeve,white,long,clothes,6,10,no,51.0,1.0,18.0,2.960950706,101.7416634,1.0,"Rain, Partially cloudy",6.319,27.9
104,2015-01-11 06:44:39,Sunday,Early Morning,malay,female,Others,Adults,47.0,Adults,no,no_kids,big,Others,casual,black,short_sleeve,blue,long,clothes,4,10,no,23.0,1.0,16.0,2.951659203,101.7083832,3.0,"Rain, Partially cloudy",7.849,27.1
